Epoch,X,Y,Z
1699060706746,-0.2345581,-1.5376587,1.416687
1699060706747,-0.25964355,-1.6613159,1.4153442
1699060706777,-0.25219727,-1.7782593,1.4243164
1699060706777,-0.24395752,-1.8859863,1.4664917
1699060706777,-0.25689697,-1.9832764,1.5059204
1699060706777,-0.286438,-2.0,1.5388794
1699060706837,-0.31054688,-1.9993896,1.5712891
1699060706837,-0.31811523,-1.9994507,1.5697632
1699060706837,-0.29577637,-2.0,1.5715942
1699060706837,-0.23077393,-1.9970093,1.5391235
1699060706838,-0.1552124,-1.8935547,1.4937134
1699060706838,-0.101135254,-1.7105713,1.4628296
1699060706896,-0.103759766,-1.5378418,1.4226685
1699060706896,-0.1352539,-1.3918457,1.3671265
1699060706896,-0.11553955,-1.3010864,1.3140259
1699060706897,-0.09265137,-1.2415771,1.2218628
1699060706898,-0.12042236,-1.1713867,1.1688232
1699060706898,-0.12994385,-1.1062012,1.1734619
1699060706898,-0.09484863,-1.0428467,1.2334595
1699060706898,-0.12420654,-0.95477295,1.2279663
1699060706898,-0.15966797,-0.8544922,1.1453857
1699060706899,-0.17047119,-0.7110596,1.0336304
1699060706900,-0.16967773,-0.54229736,0.89501953
1699060706985,-0.15356445,-0.37445068,0.75354004
1699060706988,-0.1293335,-0.24719238,0.61187744
1699060706988,-0.12322998,-0.12982178,0.4993286
1699060706988,-0.13024902,0.0064697266,0.3795166
1699060707016,-0.14245605,0.11633301,0.25671387
1699060707016,-0.14099121,0.16412354,0.14990234
1699060707019,-0.144104,0.18969727,0.02935791
1699060707019,-0.16882324,0.16699219,-0.1003418
1699060707019,-0.19067383,0.14959717,-0.19689941
1699060707019,-0.20758057,0.14953613,-0.2962036
1699060707019,-0.22772217,0.1595459,-0.39019775
1699060707076,-0.24749756,0.18463135,-0.47662354
1699060707076,-0.24536133,0.17297363,-0.54608154
1699060707076,-0.21844482,0.16540527,-0.59490967
1699060707076,-0.21295166,0.17669678,-0.62323
1699060707137,-0.20495605,0.17669678,-0.64453125
1699060707137,-0.20220947,0.15997314,-0.6589966
1699060707137,-0.18511963,0.11413574,-0.63983154
1699060707137,-0.20281982,0.062927246,-0.6022949
1699060707137,-0.2062378,0.023925781,-0.543396
1699060707138,-0.22784424,-0.043884277,-0.47729492
1699060707138,-0.262146,-0.12841797,-0.3842163
1699060707138,-0.269104,-0.15588379,-0.27270508
1699060707226,-0.27520752,-0.16467285,-0.1741333
1699060707226,-0.25427246,-0.17755127,-0.06903076
1699060707226,-0.24108887,-0.1852417,0.05822754
1699060707227,-0.26696777,-0.19519043,0.2006836
1699060707317,-0.28759766,-0.19836426,0.3320923
1699060707317,-0.2932129,-0.1730957,0.45446777
1699060707317,-0.28167725,-0.13452148,0.58599854
1699060707317,-0.25476074,-0.099731445,0.71881104
1699060707318,-0.13183594,-0.06604004,0.8051758
1699060707376,0.06518555,-0.14916992,0.96099854
1699060707376,0.19671631,-0.432312,1.1594849
1699060707376,0.07598877,-0.7046509,1.43219
1699060707379,-0.11505127,-0.93255615,1.8261108
1699060707379,-0.22125244,-1.5438843,1.9503174
1699060707379,-0.45843506,-1.3722534,1.8912354
1699060707379,-0.091552734,-1.6364136,1.9195557
1699060707379,0.20184326,-1.6566162,1.8671265
1699060707379,0.064819336,-1.6953125,1.7861938
1699060707382,0.039489746,-1.829956,1.72052
1699060707382,0.07147217,-1.9611206,1.8458862
1699060707382,0.023376465,-2.0,1.8585815
1699060707382,-0.06097412,-1.9997559,1.8808594
1699060707467,-0.09698486,-1.9989014,1.8018799
1699060707467,-0.09832764,-1.9904175,1.6528931
1699060707467,-0.057434082,-1.8494873,1.428894
1699060707467,0.026855469,-1.6252441,1.3300781
1699060707496,0.09777832,-1.4501953,1.40271
1699060707557,0.12628174,-1.3044434,1.4783936
1699060707557,0.0657959,-1.2113647,1.3545532
1699060707557,0.083618164,-1.2403564,1.3641357
1699060707557,0.049194336,-1.0371704,1.3296509
1699060707557,0.0037841797,-0.80718994,1.2672119
1699060707557,0.018066406,-0.7131958,1.2711182
1699060707559,-0.0126953125,-0.63079834,1.1715698
1699060707562,-0.012084961,-0.5834961,1.0996094
1699060707562,-0.029907227,-0.5422363,0.99560547
1699060707562,-0.057922363,-0.47198486,0.8773804
1699060707562,-0.035583496,-0.3703003,0.7852173
1699060707562,-0.01977539,-0.26605225,0.67126465
1699060707562,-0.043395996,-0.16723633,0.55859375
1699060707564,-0.07171631,-0.09277344,0.44769287
1699060707617,-0.07220459,-0.036743164,0.34552002
1699060707617,-0.08514404,0.009033203,0.22131348
1699060707617,-0.093688965,0.021484375,0.10107422
1699060707619,-0.11621094,0.015136719,-0.016845703
1699060707619,-0.15197754,0.019165039,-0.11669922
1699060707619,-0.18017578,0.04284668,-0.20776367
1699060707619,-0.19415283,0.05731201,-0.28570557
1699060707619,-0.21105957,0.06335449,-0.36346436
1699060707704,-0.23284912,0.070739746,-0.43572998
1699060707704,-0.25146484,0.068115234,-0.4854126
1699060707707,-0.27178955,0.07122803,-0.5150757
1699060707707,-0.2734375,0.08477783,-0.54345703
1699060707736,-0.26727295,0.08843994,-0.5449829
1699060707736,-0.25915527,0.0715332,-0.520874
1699060707736,-0.25531006,0.02709961,-0.48181152
1699060707736,-0.26922607,-0.025268555,-0.41900635
1699060707738,-0.30230713,-0.04534912,-0.3595581
1699060707738,-0.2901001,-0.03942871,-0.29492188
1699060707738,-0.2654419,-0.05114746,-0.21844482
1699060707738,-0.24676514,-0.09820557,-0.1307373
1699060707796,-0.19781494,-0.1260376,-0.012390137
1699060707796,-0.15679932,-0.13140869,0.109375
1699060707796,-0.08392334,-0.13409424,0.25
1699060707797,-0.0020751953,-0.16552734,0.41137695
1699060707944,0.055786133,-0.27929688,0.6092529
1699060707944,0.06335449,-0.48187256,0.8787842
1699060707948,-0.004211426,-0.66052246,1.1869507
1699060707948,-0.12915039,-0.7373657,1.3881836
1699060707978,-0.19592285,-0.70233154,1.4302979
1699060707978,-0.076171875,-0.6431885,1.3880005
1699060707978,0.094177246,-0.64923096,1.4824829
1699060707978,0.09008789,-0.75909424,1.6447754
1699060708096,-0.0048217773,-0.97424316,1.8348389
1699060708186,-0.064208984,-1.1528931,1.9833984
1699060708186,-0.060180664,-1.2915039,1.999939
1699060708186,-0.024902344,-1.4219971,1.9984131
1699060708189,-0.07293701,-1.505249,1.9993286
1699060708217,-0.11584473,-1.5408325,1.999939
1699060708217,-0.099487305,-1.5479126,1.999939
1699060708217,-0.10192871,-1.5269165,1.999939
1699060708219,-0.12322998,-1.4989624,1.999939
1699060708276,-0.12237549,-1.4416504,1.9741211
1699060708276,-0.1104126,-1.3497925,1.8289185
1699060708277,-0.08935547,-1.2583618,1.6782837
1699060708277,-0.052734375,-1.1854248,1.6050415
1699060708336,-0.030395508,-1.1434326,1.6125488
1699060708336,-0.034606934,-1.1278687,1.6400146
1699060708339,-0.037231445,-1.1322632,1.6095581
1699060708339,-0.008422852,-1.0751953,1.5187378
1699060708339,-0.016479492,-0.8670044,1.3295288
1699060708339,0.0012817383,-0.58807373,1.1751709
1699060708339,0.042907715,-0.40472412,1.086792
1699060708339,-0.04699707,-0.26696777,0.59503174
1699060708343,-0.05291748,-0.18261719,0.45263672
1699060708343,-0.17871094,0.13232422,-0.40930176
1699060708343,-0.18121338,0.13586426,-0.45391846
1699060708343,-0.18988037,0.11810303,-0.4857788
1699060708343,-0.20465088,0.0847168,-0.4960327
1699060708343,-0.21612549,0.054016113,-0.4845581
1699060708427,-0.2253418,0.03857422,-0.47973633
1699060708427,-0.23730469,0.044677734,-0.4755249
1699060708427,-0.2208252,0.041809082,-0.4463501
1699060708427,-0.2197876,0.018310547,-0.4017334
1699060708456,-0.22821045,-0.028259277,-0.3357544
1699060708456,-0.23382568,-0.06921387,-0.25689697
1699060708456,-0.2319336,-0.09503174,-0.1663208
1699060708459,-0.23028564,-0.10992432,-0.06036377
1699060708459,-0.1906128,-0.13964844,0.25891113
1699060708460,-0.16656494,-0.124816895,0.35443115
1699060708460,-0.14312744,-0.10101318,0.46032715
1699060708460,-0.09283447,-0.12530518,0.6246948
1699060708460,-0.038330078,-0.24499512,0.8770752
1699060708516,-0.05303955,-0.48858643,1.2097778
1699060708516,-0.15618896,-0.7913208,1.5394897
1699060708516,-0.34973145,-1.0282593,1.7653809
1699060708516,-0.5787964,-1.026062,1.7384644
1699060708518,-0.49591064,-0.9295044,1.6253052
1699060708518,-0.1665039,-1.0976562,1.8060913
1699060708518,-0.2741089,-1.168457,1.6928711
1699060708518,-0.472229,-1.2225952,1.6566162
1699060708519,-0.44195557,-1.2711792,1.7532959
1699060708519,-0.4381714,-1.2756958,1.8370361
1699060708521,-0.456604,-1.2962646,1.9428711
1699060708521,-0.4746704,-1.322815,1.9717407
1699060708522,-0.48883057,-1.3804932,1.9052734
1699060708577,-0.48291016,-1.4368896,1.7948608
1699060708577,-0.4699707,-1.4821777,1.6834717
1699060708577,-0.46594238,-1.4933472,1.5665894
1699060708577,-0.421875,-1.4716797,1.5376587
1699060708577,-0.3501587,-1.437561,1.585144
1699060708577,-0.3050537,-1.3739014,1.6231079
1699060708581,-0.28234863,-1.3330078,1.5464478
1699060708666,-0.24053955,-1.2944336,1.4655151
1699060708696,-0.23876953,-1.1690063,1.3850708
1699060708696,-0.24182129,-0.9369507,1.2442017
1699060708696,-0.19567871,-0.7428589,1.1784668
1699060708696,-0.18383789,-0.7290039,1.1346436
1699060708757,-0.2053833,-0.7779541,1.0896606
1699060708757,-0.23535156,-0.77233887,1.0289307
1699060708757,-0.2277832,-0.70129395,0.946167
1699060708757,-0.20458984,-0.5897827,0.8530884
1699060708757,-0.19555664,-0.4642334,0.7473755
1699060708760,-0.19329834,-0.3293457,0.6390381
1699060708760,-0.18408203,-0.1921997,0.5286255
1699060708760,-0.18414307,-0.06762695,0.39111328
1699060708760,-0.18829346,0.028137207,0.26098633
1699060708760,-0.18554688,0.080200195,0.13458252
1699060708760,-0.20861816,0.12158203,-0.0056762695
1699060708762,-0.23779297,0.15612793,-0.11694336
1699060708762,-0.24310303,0.18658447,-0.20812988
1699060708816,-0.2545166,0.20574951,-0.29888916
1699060708816,-0.27166748,0.2043457,-0.37512207
1699060708818,-0.29492188,0.19378662,-0.43811035
1699060708818,-0.3180542,0.18444824,-0.49298096
1699060708818,-0.33154297,0.18005371,-0.51690674
1699060708818,-0.33502197,0.17480469,-0.52593994
1699060708908,-0.3199463,0.1665039,-0.5276489
1699060708908,-0.3010254,0.14978027,-0.51660156
1699060708908,-0.28533936,0.124694824,-0.48571777
1699060708908,-0.26202393,0.099121094,-0.4489746
1699060708937,-0.24127197,0.059143066,-0.397583
1699060708937,-0.21789551,0.015136719,-0.32733154
1699060708937,-0.21777344,-0.020202637,-0.26208496
1699060708937,-0.20300293,-0.046020508,-0.1661377
1699060708937,-0.16851807,-0.06036377,-0.05303955
1699060708937,-0.15686035,-0.07946777,0.07861328
1699060708937,-0.1381836,-0.1251831,0.19146729
1699060708938,-0.10192871,-0.16400146,0.3460083
1699060709057,-0.09509277,-0.22106934,0.5336914
1699060709057,-0.11663818,-0.32086182,0.7334595
1699060709057,-0.13122559,-0.46173096,0.9310303
1699060709057,-0.16119385,-0.6225586,1.1195679
1699060709057,-0.19232178,-0.7888794,1.2854614
1699060709060,-0.24835205,-0.9072876,1.3811035
1699060709060,-0.22949219,-0.96258545,1.4171143
1699060709060,-0.13641357,-1.0024414,1.4714355
1699060709060,-0.09692383,-1.0912476,1.5845947
1699060709060,-0.10559082,-1.2196655,1.6719971
1699060709060,-0.13635254,-1.3026123,1.7387695
1699060709062,-0.1453247,-1.3845215,1.7740479
1699060709147,-0.11993408,-1.4782715,1.8352661
1699060709147,-0.13885498,-1.5903931,1.90094
1699060709175,-0.15612793,-1.7147217,1.9314575
1699060709175,-0.16064453,-1.802185,1.9122314
1699060709236,-0.1609497,-1.8597412,1.8551636
1699060709267,-0.14215088,-1.8834229,1.7633667
1699060709358,-0.12207031,-1.8344727,1.6539917
1699060709358,-0.1048584,-1.7180786,1.548706
1699060709358,-0.08111572,-1.560791,1.4633179
1699060709358,-0.05230713,-1.3970337,1.4371948
1699060709416,-0.039367676,-1.2662964,1.4205322
1699060709416,-0.037109375,-1.2005615,1.368103
1699060709416,-0.0067749023,-1.1887817,1.342102
1699060709416,-0.040100098,-1.0782471,1.2954102
1699060709476,-0.11682129,-0.822937,1.1949463
1699060709476,-0.09649658,-0.59887695,1.149292
1699060709476,-0.06561279,-0.5186157,1.0570679
1699060709476,-0.09020996,-0.48760986,0.946228
1699060709479,-0.13970947,-0.45611572,0.81726074
1699060709479,-0.14575195,-0.399292,0.69366455
1699060709479,-0.1459961,-0.3203125,0.56695557
1699060709479,-0.16851807,-0.2166748,0.43188477
1699060709479,-0.1831665,-0.10168457,0.32385254
1699060709480,-0.1876831,0.011474609,0.2185669
1699060709482,-0.19647217,0.09899902,0.090270996
1699060709482,-0.18640137,0.1449585,-0.03491211
1699060709482,-0.19384766,0.17504883,-0.15802002
1699060709482,-0.25274658,0.18499756,-0.44104004
1699060709536,-0.26757812,0.14770508,-0.47113037
1699060709537,-0.28564453,0.11462402,-0.4902954
1699060709537,-0.3069458,0.101989746,-0.50164795
1699060709537,-0.3139038,0.061279297,-0.47369385
1699060709537,-0.2984619,0.028930664,-0.4430542
1699060709537,-0.2845459,0.012145996,-0.38006592
1699060709539,-0.25634766,0.004638672,-0.30377197
1699060709539,-0.22210693,-0.0016479492,-0.22302246
1699060709539,-0.13250732,-0.026428223,-0.052734375
1699060709625,-0.100097656,-0.070007324,0.11053467
1699060709625,-0.06561279,-0.14312744,0.30639648
1699060709626,-0.06896973,-0.20977783,0.51745605
1699060709626,-0.1204834,-0.26263428,0.7090454
1699060709655,-0.14807129,-0.30291748,0.835083
1699060709656,-0.09509277,-0.36132812,0.91522217
1699060709656,0.024963379,-0.5195923,1.0280762
1699060709656,0.06237793,-0.770874,1.2079468
1699060709656,-0.012451172,-1.0235596,1.4055176
1699060709658,-0.081848145,-1.2286987,1.6253662
1699060709658,-0.07684326,-1.3939819,1.7856445
1699060709658,0.030944824,-1.614685,1.9216919
1699060709660,0.07623291,-1.8660889,1.999939
1699060709660,0.034606934,-2.0,1.999939
1699060709660,0.06817627,-2.0,1.9980469
1699060709663,0.09863281,-1.9979248,1.999939
1699060709663,0.08074951,-1.9998779,1.999939
1699060709717,0.026184082,-2.0,1.9998779
1699060709776,-0.010192871,-1.999939,1.9819946
1699060709776,-0.0037231445,-1.9719238,1.8397217
1699060709776,0.026794434,-1.7689819,1.6251221
1699060709865,0.05682373,-1.517456,1.4238281
1699060709866,0.087768555,-1.3093262,1.2868042
1699060709866,0.099365234,-1.1318359,1.2539673
1699060709869,0.0748291,-1.0144653,1.270752
1699060709956,0.045043945,-0.9529419,1.2355957
1699060709956,0.083984375,-0.98687744,1.2145996
1699060709958,0.051452637,-0.9119873,1.1434326
1699060709958,-0.05291748,-0.63342285,0.93048096
1699060709958,-0.007507324,-0.383667,0.8452759
1699060709958,0.013061523,-0.25811768,0.75579834
1699060709959,-0.00982666,-0.17767334,0.6132202
1699060709959,-0.045898438,-0.11853027,0.47601318
1699060709961,-0.092163086,-0.08117676,0.33880615
1699060709962,-0.10858154,-0.043029785,0.21911621
1699060709962,-0.1583252,0.02319336,0.057617188
1699060709962,-0.17797852,0.120910645,-0.081848145
1699060709962,-0.18670654,0.23284912,-0.19781494
1699060709963,-0.19952393,0.32537842,-0.29211426
1699060710016,-0.20349121,0.40771484,-0.39904785
1699060710016,-0.21435547,0.4418335,-0.49719238
1699060710016,-0.2341919,0.4428711,-0.5599365
1699060710017,-0.26538086,0.42004395,-0.604187
1699060710018,-0.29595947,0.41149902,-0.6246948
1699060710018,-0.31451416,0.42358398,-0.6293335
1699060710018,-0.30859375,0.4234619,-0.6207886
1699060710018,-0.27990723,0.39367676,-0.5857544
1699060710018,-0.24230957,0.35784912,-0.5108032
1699060710019,-0.2097168,0.3289795,-0.40716553
1699060710021,-0.19067383,0.31323242,-0.2965088
1699060710022,-0.15960693,0.2993164,-0.17523193
1699060710022,-0.09674072,0.269104,-0.015686035
1699060710022,-0.048950195,0.20300293,0.15509033
1699060710196,-0.0030517578,0.09613037,0.38293457
1699060710376,0.037841797,-0.08123779,0.7505493
1699060710436,0.022277832,-0.32720947,1.1074219
1699060710466,-0.0064697266,-0.5843506,1.3734131
1699060710466,-0.020690918,-0.83325195,1.5734863
1699060710586,-0.046020508,-1.0447998,1.6621704
1699060710586,-0.007873535,-1.1900024,1.7113647
1699060710586,0.06359863,-1.3393555,1.7247925
1699060710615,0.10021973,-1.5219727,1.7264404
1699060710615,0.09075928,-1.6682739,1.6867065
1699060710615,0.15332031,-1.7744141,1.7345581
1699060710616,0.15338135,-1.8591919,1.7602539
1699060710616,0.1126709,-1.8839111,1.763855
1699060710617,0.10723877,-1.892456,1.7225342
1699060710617,0.080444336,-1.8482666,1.6405029
1699060710620,0.04272461,-1.7385864,1.5552368
1699060710620,0.047851562,-1.5814209,1.4251709
1699060710620,0.07867432,-1.395874,1.2752686
1699060710620,0.11773682,-1.2297363,1.1596069
1699060710621,0.15020752,-1.1206055,1.0938721
1699060710624,0.14880371,-1.0892944,1.1121216
1699060710676,0.12414551,-1.1334839,1.1800537
1699060710676,0.11248779,-1.2332764,1.217102
1699060710676,-0.40905762,-0.17211914,0.60272217
1699060710678,-0.5619507,-0.17779541,0.34899902
1699060710856,-0.5675049,-0.23181152,0.27612305
1699060710857,-0.5742798,-0.29882812,0.26489258
1699060710917,-0.45721436,-0.38287354,0.23962402
1699060710917,-0.43878174,-0.39318848,0.25598145
1699060710917,-0.41552734,-0.42022705,0.2738037
1699060710917,-0.39123535,-0.46850586,0.3065796
1699060710975,-0.36871338,-0.5217285,0.3413086
1699060710975,-0.3595581,-0.5668335,0.38116455
1699060710975,-0.3550415,-0.611084,0.44024658
1699060710976,-0.3560791,-0.63793945,0.46374512
1699060710976,-0.371521,-0.65167236,0.47442627
1699060710977,-0.37799072,-0.635376,0.48913574
1699060710978,-0.3875122,-0.58709717,0.49005127
1699060711065,-0.33929443,-0.5140991,0.48205566
1699060711066,-0.23632812,-0.49298096,0.5251465
1699060711097,-0.19036865,-0.55096436,0.60839844
1699060711156,-0.19128418,-0.64715576,0.7182617
1699060711159,-0.23834229,-0.7235718,0.81658936
1699060711159,-0.2888794,-0.7780762,0.9152832
1699060711159,-0.3633423,-0.7605591,0.95806885
1699060711159,-0.43499756,-0.6670532,0.9446411
1699060711159,-0.41558838,-0.5432129,0.8829956
1699060711159,-0.28009033,-0.489563,0.84869385
1699060711160,-0.18560791,-0.98968506,1.0563354
1699060711160,-0.10699463,-0.9692383,1.0187378
1699060711160,-0.04437256,-1.0680542,1.0164185
1699060711160,-0.026245117,-1.0565796,0.982605
1699060711160,-0.016601562,-1.0373535,0.96655273
1699060711161,-0.023254395,-0.8577881,0.95025635
1699060711162,-0.020324707,-0.8475952,0.934021
1699060711217,-0.0335083,-0.8457031,0.92004395
1699060711217,-0.03552246,-0.8297119,0.9022217
1699060711217,-0.031066895,-0.8022461,0.8931885
1699060711219,-0.03704834,-0.77368164,0.8814087
1699060711219,-0.036987305,-0.7597656,0.8720093
1699060711219,-0.06072998,-0.779541,0.83135986
1699060711219,-0.061950684,-0.77960205,0.8049927
1699060711219,-0.065979004,-0.7617798,0.7407837
1699060711304,-0.11230469,-0.65008545,0.5396118
1699060711304,-0.13079834,-0.62353516,0.50213623
1699060711305,-0.15350342,-0.59454346,0.45916748
1699060711307,-0.16912842,-0.55804443,0.4165039
1699060711336,-0.17492676,-0.51953125,0.36627197
1699060711336,-0.16558838,-0.48303223,0.31469727
1699060711336,-0.15545654,-0.46417236,0.2748413
1699060711337,-0.14019775,-0.45483398,0.25891113
1699060711339,-0.1296997,-0.45617676,0.2635498
1699060711339,-0.13238525,-0.4673462,0.28308105
1699060711339,-0.13519287,-0.48669434,0.31256104
1699060711339,-0.13647461,-0.51239014,0.34631348
1699060711339,-0.1437378,-0.5426636,0.39453125
1699060711341,-0.13989258,-0.57244873,0.43566895
1699060711344,-0.12060547,-0.59924316,0.48779297
1699060711344,-0.11254883,-0.62731934,0.5474243
1699060711344,-0.1159668,-0.6658325,0.6133423
1699060711344,-0.11694336,-0.7105713,0.6602783
1699060711395,-0.117614746,-0.74645996,0.68829346
1699060711395,-0.11816406,-0.7696533,0.7067261
1699060711395,-0.103881836,-0.77630615,0.72216797
1699060711396,-0.09289551,-0.78460693,0.73327637
1699060711456,-0.08013916,-0.79577637,0.73291016
1699060711457,-0.059692383,-0.8208618,0.74890137
1699060711457,-0.059631348,-0.8494873,0.7591553
1699060711457,-0.049621582,-0.8751221,0.75341797
1699060711457,-0.035339355,-0.89068604,0.73931885
1699060711458,-0.03112793,-0.8925781,0.7116089
1699060711458,-0.03326416,-0.8821411,0.69299316
1699060711458,-0.039489746,-0.86608887,0.6954346
1699060711547,-0.04559326,-0.85162354,0.70910645
1699060711636,-0.050231934,-0.84332275,0.72302246
1699060711697,-0.052612305,-0.83813477,0.74993896
1699060711697,-0.06365967,-0.8339844,0.78863525
1699060711859,-0.07928467,-0.83166504,0.8189087
1699060711859,-0.09466553,-0.8395386,0.8434448
1699060711859,-0.10510254,-0.85040283,0.8626709
1699060711860,-0.11126709,-0.8626709,0.8800659
1699060711860,-0.117248535,-0.8759155,0.897522
1699060711860,-0.11621094,-0.89501953,0.9158325
1699060711860,-0.119018555,-0.92126465,0.9384155
1699060711860,-0.12414551,-0.95025635,0.96191406
1699060711860,-0.13421631,-0.9732666,0.98205566
1699060711860,-0.13964844,-0.9881592,0.99072266
1699060711860,-0.14715576,-0.99139404,0.9937134
1699060711860,-0.15582275,-0.9817505,0.98553467
1699060711860,-0.1619873,-0.9567871,0.9645996
1699060711861,-0.1687622,-0.92407227,0.93896484
1699060711888,-0.1749878,-0.88812256,0.9104004
1699060711888,-0.17492676,-0.8406372,0.88861084
1699060711889,-0.1843872,-0.7952881,0.86376953
1699060711889,-0.20318604,-0.74438477,0.8366089
1699060712023,-0.21429443,-0.69348145,0.80578613
1699060712023,-0.21679688,-0.6513672,0.7810669
1699060712033,-0.23657227,-0.6189575,0.7525635
1699060712033,-0.32110596,-0.4533081,0.4868164
1699060712034,-0.34906006,-0.43963623,0.41259766
1699060712034,-0.3505249,-0.42785645,0.39074707
